"Date","Price","Open","High","Low","Change %"
"Sep 30, 2021","6.746","6.746","6.746","6.746","0.22%"
"Sep 29, 2021","6.731","6.731","6.731","6.731","-0.33%"
"Sep 28, 2021","6.753","6.753","6.753","6.753","0.16%"
"Sep 27, 2021","6.742","6.742","6.742","6.742","0.36%"
"Sep 24, 2021","6.718","6.718","6.718","6.718","1.07%"
"Sep 23, 2021","6.647","6.647","6.647","6.647","-0.18%"
"Sep 22, 2021","6.659","6.659","6.659","6.659","0.17%"
"Sep 21, 2021","6.648","6.648","6.648","6.648","-0.28%"
"Sep 20, 2021","6.667","6.664","6.667","6.664","-0.18%"
"Sep 17, 2021","6.679","6.708","6.708","6.679","-0.55%"
"Sep 16, 2021","6.716","6.711","6.716","6.711","0.07%"
"Sep 15, 2021","6.711","6.780","6.780","6.711","-0.53%"
"Sep 14, 2021","6.747","6.800","6.800","6.747","-0.07%"
"Sep 13, 2021","6.752","6.752","6.752","6.752","0.37%"
"Sep 09, 2021","6.727","6.727","6.727","6.727","-0.61%"
"Sep 08, 2021","6.768","6.768","6.768","6.768","0.01%"
"Sep 07, 2021","6.767","6.767","6.767","6.767","0.31%"
"Sep 06, 2021","6.746","6.740","6.746","6.740","0.52%"
"Sep 03, 2021","6.711","6.755","6.755","6.711","-0.72%"
"Sep 02, 2021","6.760","6.770","6.770","6.760","-0.59%"
"Sep 01, 2021","6.800","6.800","6.800","6.800","-0.09%"
"Aug 31, 2021","6.806","6.806","6.806","6.806","0.09%"
"Aug 30, 2021","6.800","6.800","6.800","6.800","-0.63%"
"Aug 27, 2021","6.843","6.843","6.843","6.843","-0.29%"
"Aug 26, 2021","6.863","6.863","6.863","6.863","-0.03%"
"Aug 25, 2021","6.865","6.910","6.910","6.865","0.04%"
"Aug 24, 2021","6.862","6.885","6.885","6.862","0.10%"
"Aug 23, 2021","6.855","6.871","6.871","6.855","-0.06%"
"Aug 20, 2021","6.859","6.859","6.859","6.859","-0.19%"
"Aug 18, 2021","6.872","6.872","6.872","6.872","-0.13%"
"Aug 17, 2021","6.881","6.881","6.881","6.881","-0.22%"
"Aug 13, 2021","6.896","6.887","6.896","6.887","-0.13%"
"Aug 12, 2021","6.905","6.905","6.905","6.905","-0.22%"
"Aug 11, 2021","6.920","6.920","6.920","6.920","0.12%"
"Aug 10, 2021","6.912","6.898","6.912","6.898","0.48%"
"Aug 09, 2021","6.879","6.879","6.879","6.879","-0.29%"
"Aug 06, 2021","6.899","6.899","6.899","6.899","0.91%"
"Aug 05, 2021","6.837","6.837","6.837","6.837","0.00%"
"Aug 04, 2021","6.837","6.862","6.862","6.837","-0.13%"
"Aug 03, 2021","6.846","6.849","6.849","6.846","0.10%"
"Aug 02, 2021","6.839","6.869","6.869","6.839","-0.60%"
"Jul 30, 2021","6.880","6.900","6.924","6.880","-0.74%"
"Jul 29, 2021","6.931","6.931","6.931","6.931","0.36%"
"Jul 28, 2021","6.906","6.906","6.906","6.906","0.17%"
"Jul 27, 2021","6.894","6.894","6.894","6.894","0.19%"
"Jul 26, 2021","6.881","6.881","6.881","6.881","0.89%"
"Jul 23, 2021","6.820","6.820","6.820","6.820","-0.97%"
"Jul 22, 2021","6.887","6.887","6.887","6.887","0.41%"
"Jul 20, 2021","6.859","6.859","6.859","6.859","-0.45%"
"Jul 19, 2021","6.890","6.890","6.890","6.890","-0.17%"
"Jul 16, 2021","6.902","6.902","6.902","6.902","0.38%"
"Jul 15, 2021","6.876","6.876","6.876","6.876","0.19%"
"Jul 14, 2021","6.863","6.863","6.863","6.863","0.00%"
"Jul 13, 2021","6.863","6.863","6.863","6.863","-0.23%"
"Jul 12, 2021","6.879","6.843","6.879","6.843","0.88%"
"Jul 09, 2021","6.819","6.818","6.819","6.813","0.00%"
"Jul 08, 2021","6.819","6.848","6.848","6.819","-0.42%"
"Jul 07, 2021","6.848","6.853","6.853","6.848","-0.10%"
"Jul 06, 2021","6.855","6.855","6.855","6.855","1.15%"
"Jul 05, 2021","6.777","6.777","6.777","6.777","-0.01%"
"Jul 02, 2021","6.778","6.778","6.778","6.778","0.74%"
"Jul 01, 2021","6.728","6.728","6.728","6.728","-0.36%"
"Jun 30, 2021","6.752","6.752","6.752","6.752","0.04%"
"Jun 29, 2021","6.749","6.749","6.749","6.749","-0.55%"
"Jun 28, 2021","6.786","6.786","6.786","6.786","0.85%"
"Jun 25, 2021","6.729","6.734","6.734","6.729","0.10%"
"Jun 24, 2021","6.722","6.722","6.722","6.722","-0.03%"
"Jun 23, 2021","6.724","6.797","6.797","6.724","0.03%"
"Jun 22, 2021","6.722","6.765","6.765","6.722","0.09%"
"Jun 21, 2021","6.716","6.716","6.716","6.716","-0.04%"
"Jun 18, 2021","6.719","6.719","6.719","6.719","-0.19%"
"Jun 17, 2021","6.732","6.732","6.732","6.732","0.25%"
"Jun 16, 2021","6.715","6.725","6.763","6.715","0.31%"
"Jun 15, 2021","6.694","6.694","6.694","6.694","0.74%"
"Jun 14, 2021","6.645","6.645","6.645","6.645","0.06%"
"Jun 11, 2021","6.641","6.641","6.641","6.641","-0.35%"
"Jun 10, 2021","6.664","6.669","6.669","6.664","-0.07%"
"Jun 09, 2021","6.669","6.669","6.669","6.669","-0.18%"
"Jun 08, 2021","6.681","6.681","6.681","6.681","-0.37%"
"Jun 07, 2021","6.706","6.706","6.706","6.706","-0.24%"
"Jun 04, 2021","6.722","6.722","6.722","6.722","0.22%"
"Jun 03, 2021","6.707","6.707","6.707","6.707","-0.04%"
"Jun 02, 2021","6.710","6.710","6.710","6.710","-0.12%"
"Jun 01, 2021","6.718","6.718","6.718","6.718","-0.31%"
"May 31, 2021","6.739","6.739","6.739","6.739","0.57%"
"May 28, 2021","6.701","6.701","6.701","6.701","0.27%"
"May 27, 2021","6.683","6.683","6.683","6.683","0.30%"
"May 25, 2021","6.663","6.663","6.663","6.663","-0.10%"
"May 24, 2021","6.670","6.670","6.670","6.670","0.08%"
"May 21, 2021","6.665","6.665","6.665","6.665","-0.06%"
"May 20, 2021","6.669","6.669","6.669","6.669","-0.22%"
"May 19, 2021","6.684","6.684","6.684","6.684","0.36%"
"May 18, 2021","6.660","6.705","6.705","6.660","-0.08%"
"May 17, 2021","6.665","6.665","6.665","6.665","-0.34%"
"May 14, 2021","6.688","6.688","6.688","6.688","0.45%"
"May 12, 2021","6.658","6.658","6.658","6.658","-0.19%"
"May 11, 2021","6.671","6.671","6.671","6.671","-0.09%"
"May 10, 2021","6.677","6.677","6.677","6.677","-0.01%"
"May 07, 2021","6.678","6.678","6.678","6.678","0.36%"
"May 06, 2021","6.654","6.706","6.706","6.654","-0.57%"
"May 05, 2021","6.692","6.692","6.692","6.692","-0.30%"
"May 04, 2021","6.712","6.712","6.712","6.712","0.31%"
"May 03, 2021","6.691","6.691","6.691","6.691","-0.82%"
"Apr 30, 2021","6.746","6.746","6.746","6.746","-0.07%"
"Apr 29, 2021","6.751","6.731","6.751","6.731","-0.01%"
"Apr 28, 2021","6.752","6.732","6.752","6.717","0.67%"
"Apr 27, 2021","6.707","6.720","6.732","6.707","-0.37%"
"Apr 26, 2021","6.732","6.756","6.756","6.732","-0.71%"
"Apr 23, 2021","6.780","6.790","6.790","6.780","-0.15%"
"Apr 22, 2021","6.790","6.815","6.815","6.790","-0.29%"
"Apr 20, 2021","6.810","6.850","6.850","6.810","-0.03%"
"Apr 19, 2021","6.812","6.840","6.840","6.812","0.00%"
"Apr 16, 2021","6.812","6.812","6.812","6.812","-0.54%"
"Apr 15, 2021","6.849","6.849","6.849","6.849","1.62%"
"Apr 12, 2021","6.740","6.740","6.740","6.740","0.09%"
"Apr 09, 2021","6.734","6.715","6.734","6.710","0.28%"
"Apr 08, 2021","6.715","6.770","6.770","6.705","0.52%"
"Apr 07, 2021","6.680","6.680","6.680","6.680","-0.93%"
"Apr 06, 2021","6.743","6.743","6.743","6.743","0.01%"
"Apr 05, 2021","6.742","6.742","6.742","6.742","0.69%"
"Mar 31, 2021","6.696","6.742","6.753","6.696","-0.39%"
"Mar 30, 2021","6.722","6.732","6.743","6.722","0.16%"
"Mar 26, 2021","6.711","6.722","6.753","6.711","-0.33%"
"Mar 25, 2021","6.733","6.752","6.752","6.733","0.09%"
"Mar 24, 2021","6.727","6.733","6.743","6.701","-0.15%"
"Mar 23, 2021","6.737","6.775","6.796","6.728","-0.41%"
"Mar 22, 2021","6.765","6.823","6.823","6.764","-0.46%"
"Mar 19, 2021","6.796","6.860","6.860","6.796","-0.79%"
"Mar 18, 2021","6.850","6.914","6.914","6.850","-0.33%"
"Mar 17, 2021","6.873","6.903","6.903","6.873","0.09%"
"Mar 16, 2021","6.867","6.882","6.882","6.867","-0.15%"
"Mar 15, 2021","6.877","6.909","6.909","6.877","-0.25%"
"Mar 12, 2021","6.894","6.909","6.909","6.894","0.79%"
"Mar 10, 2021","6.840","6.930","6.930","6.840","-0.16%"
"Mar 09, 2021","6.851","6.845","6.877","6.845","0.16%"
"Mar 08, 2021","6.840","6.819","6.877","6.819","0.25%"
"Mar 05, 2021","6.823","6.845","6.851","6.806","0.56%"
"Mar 04, 2021","6.785","6.803","6.803","6.785","-0.12%"
"Mar 03, 2021","6.793","6.808","6.808","6.793","0.24%"
"Mar 02, 2021","6.777","6.808","6.851","6.777","-0.12%"
"Mar 01, 2021","6.785","6.814","6.814","6.785","-0.34%"
"Feb 26, 2021","6.808","6.830","6.872","6.808","0.86%"
"Feb 25, 2021","6.750","6.746","6.809","6.746","0.06%"
"Feb 24, 2021","6.746","6.746","6.746","6.746","0.18%"
"Feb 23, 2021","6.734","6.766","6.766","6.730","-0.33%"
"Feb 22, 2021","6.756","6.756","6.798","6.756","0.94%"
"Feb 18, 2021","6.693","6.682","6.693","6.678","0.47%"
"Feb 17, 2021","6.662","6.665","6.725","6.657","0.71%"
"Feb 16, 2021","6.615","6.657","6.657","6.615","-0.21%"
"Feb 15, 2021","6.629","6.629","6.629","6.629","0.90%"
"Feb 12, 2021","6.570","6.609","6.642","6.570","0.18%"
"Feb 11, 2021","6.558","6.644","6.644","6.558","-0.53%"
"Feb 10, 2021","6.593","6.653","6.653","6.593","-0.74%"
"Feb 09, 2021","6.642","6.720","6.720","6.642","0.93%"
"Feb 08, 2021","6.581","6.591","6.591","6.581","-0.27%"
"Feb 05, 2021","6.599","6.616","6.616","6.599","0.53%"
"Feb 04, 2021","6.564","6.612","6.612","6.564","-0.36%"
"Feb 03, 2021","6.588","6.617","6.617","6.588","-0.38%"
"Feb 02, 2021","6.613","6.591","6.613","6.586","3.59%"
"Feb 01, 2021","6.384","6.384","6.384","6.384","-0.14%"
"Jan 29, 2021","6.393","6.399","6.399","6.393","0.36%"
"Jan 28, 2021","6.370","6.379","6.409","6.370","-0.17%"
"Jan 27, 2021","6.381","6.381","6.389","6.381","-0.08%"
"Jan 25, 2021","6.386","6.399","6.409","6.384","0.33%"
"Jan 22, 2021","6.365","6.415","6.415","6.365","0.24%"
"Jan 21, 2021","6.350","6.420","6.420","6.350","-0.70%"
"Jan 20, 2021","6.395","6.420","6.440","6.395","0.47%"
"Jan 19, 2021","6.365","6.365","6.365","6.365","-0.39%"
"Jan 18, 2021","6.390","6.440","6.440","6.390","-0.08%"
"Jan 15, 2021","6.395","6.395","6.395","6.395","0.92%"
"Jan 14, 2021","6.337","6.337","6.337","6.337","-0.14%"
"Jan 13, 2021","6.346","6.346","6.346","6.346","0.25%"
"Jan 12, 2021","6.330","6.356","6.356","6.330","0.09%"
"Jan 11, 2021","6.324","6.324","6.324","6.324","0.83%"
"Jan 08, 2021","6.272","6.287","6.331","6.272","-0.16%"
"Jan 07, 2021","6.282","6.326","6.326","6.282","0.03%"
"Jan 06, 2021","6.280","6.317","6.317","6.280","0.19%"
"Jan 05, 2021","6.268","6.292","6.292","6.268","0.38%"
"Jan 04, 2021","6.244","6.294","6.294","6.244","-0.73%"
"Jan 01, 2021","6.290","6.290","6.290","6.290","-0.41%"
"Dec 31, 2020","6.316","6.334","6.334","6.314","-0.22%"
"Dec 30, 2020","6.330","6.330","6.330","6.330","-0.19%"
"Dec 29, 2020","6.342","6.342","6.342","6.342","0.00%"
"Dec 28, 2020","6.342","6.342","6.342","6.342","-0.22%"
"Dec 24, 2020","6.356","6.367","6.367","6.356","-0.06%"
"Dec 23, 2020","6.360","6.360","6.360","6.360","-0.05%"
"Dec 22, 2020","6.363","6.363","6.363","6.363","0.00%"
"Dec 21, 2020","6.363","6.363","6.363","6.363","0.09%"
"Dec 18, 2020","6.357","6.363","6.363","6.357","0.41%"
"Dec 17, 2020","6.331","6.334","6.334","6.331","0.25%"
"Dec 16, 2020","6.315","6.319","6.324","6.315","0.08%"
"Dec 15, 2020","6.310","6.310","6.310","6.310","0.00%"
"Dec 14, 2020","6.310","6.310","6.310","6.310","0.64%"
"Dec 11, 2020","6.270","6.324","6.324","6.270","-0.30%"
"Dec 10, 2020","6.289","6.295","6.295","6.280","-0.02%"
"Dec 09, 2020","6.290","6.320","6.320","6.290","-0.30%"
"Dec 08, 2020","6.309","6.314","6.314","6.295","0.69%"
"Dec 07, 2020","6.266","6.345","6.345","6.266","0.00%"
"Dec 04, 2020","6.266","6.271","6.305","6.266","-0.24%"
"Dec 03, 2020","6.281","6.316","6.316","6.281","-0.08%"
"Dec 02, 2020","6.286","6.316","6.326","6.286","-0.10%"
"Dec 01, 2020","6.292","6.291","6.335","6.290","0.02%"
"Nov 27, 2020","6.291","6.296","6.296","6.291","0.37%"
"Nov 26, 2020","6.268","6.292","6.292","6.268","-0.14%"
"Nov 25, 2020","6.277","6.307","6.307","6.277","-0.48%"
"Nov 24, 2020","6.307","6.356","6.356","6.307","0.08%"
"Nov 23, 2020","6.302","6.322","6.346","6.302","0.00%"
"Nov 20, 2020","6.302","6.336","6.366","6.302","-0.08%"
"Nov 19, 2020","6.307","6.307","6.307","6.307","-0.55%"
"Nov 18, 2020","6.342","6.337","6.342","6.332","0.08%"
"Nov 17, 2020","6.337","6.367","6.367","6.337","0.05%"
"Nov 13, 2020","6.334","6.387","6.387","6.334","-0.13%"
"Nov 12, 2020","6.342","6.387","6.387","6.342","0.06%"
"Nov 11, 2020","6.338","6.377","6.377","6.338","-0.36%"
"Nov 10, 2020","6.361","6.397","6.397","6.361","0.39%"
"Nov 09, 2020","6.336","6.373","6.378","6.336","0.27%"
"Nov 06, 2020","6.319","6.383","6.383","6.319","-0.46%"
"Nov 05, 2020","6.348","6.358","6.368","6.348","0.06%"
"Nov 04, 2020","6.344","6.398","6.408","6.344","-0.31%"
"Nov 03, 2020","6.364","6.398","6.398","6.364","0.24%"
"Nov 02, 2020","6.349","6.398","6.418","6.349","0.00%"
"Oct 29, 2020","6.349","6.334","6.388","6.334","0.62%"
"Oct 28, 2020","6.310","6.339","6.339","6.310","0.14%"
"Oct 27, 2020","6.301","6.325","6.359","6.301","0.00%"
"Oct 26, 2020","6.301","6.384","6.384","6.301","-0.93%"
"Oct 23, 2020","6.360","6.449","6.449","6.360","-0.38%"
"Oct 22, 2020","6.384","6.404","6.404","6.384","-0.02%"
"Oct 21, 2020","6.385","6.409","6.414","6.385","0.00%"
"Oct 20, 2020","6.385","6.385","6.395","6.385","-0.13%"
"Oct 19, 2020","6.393","6.393","6.393","6.393","0.00%"
"Oct 16, 2020","6.393","6.400","6.410","6.393","0.50%"
"Oct 15, 2020","6.361","6.400","6.400","6.361","0.03%"
"Oct 14, 2020","6.359","6.400","6.405","6.359","0.00%"
"Oct 13, 2020","6.359","6.391","6.400","6.359","0.25%"
"Oct 12, 2020","6.343","6.343","6.343","6.343","-0.74%"
"Oct 09, 2020","6.390","6.470","6.470","6.386","-1.36%"
"Oct 08, 2020","6.478","6.478","6.478","6.478","-0.03%"
"Oct 07, 2020","6.480","6.531","6.531","6.480","-0.11%"
"Oct 06, 2020","6.487","6.517","6.517","6.487","0.31%"
"Oct 05, 2020","6.467","6.541","6.541","6.467","-0.06%"
"Oct 01, 2020","6.471","6.471","6.471","6.471","-0.17%"
"Sep 30, 2020","6.482","6.482","6.482","6.482","-0.38%"
"Sep 29, 2020","6.507","6.502","6.552","6.499","0.09%"
"Sep 28, 2020","6.501","6.501","6.501","6.501","0.25%"
"Sep 25, 2020","6.485","6.542","6.552","6.485","0.36%"
"Sep 24, 2020","6.462","6.467","6.532","6.462","0.17%"
"Sep 23, 2020","6.451","6.532","6.532","6.451","-0.17%"
"Sep 22, 2020","6.462","6.552","6.552","6.462","0.06%"
"Sep 21, 2020","6.458","6.533","6.533","6.458","0.08%"
"Sep 18, 2020","6.453","6.478","6.533","6.453","-0.29%"
"Sep 17, 2020","6.472","6.503","6.503","6.472","0.70%"
"Sep 16, 2020","6.427","6.483","6.483","6.427","-0.20%"
"Sep 15, 2020","6.440","6.503","6.503","6.440","-0.08%"
"Sep 14, 2020","6.445","6.513","6.513","6.445","-0.08%"
"Sep 11, 2020","6.450","6.450","6.450","6.450","0.47%"
"Sep 10, 2020","6.420","6.420","6.420","6.420","0.42%"
"Sep 09, 2020","6.393","6.504","6.504","6.393","-0.96%"
"Sep 08, 2020","6.455","6.504","6.504","6.455","0.94%"
"Sep 07, 2020","6.395","6.425","6.455","6.395","0.22%"
"Sep 04, 2020","6.381","6.376","6.395","6.351","0.46%"
"Sep 03, 2020","6.352","6.405","6.405","6.352","-0.78%"
"Sep 02, 2020","6.402","6.425","6.445","6.382","0.02%"
"Sep 01, 2020","6.401","6.475","6.475","6.401","-2.94%"
"Aug 31, 2020","6.595","6.605","6.650","6.595","-0.90%"
"Aug 28, 2020","6.655","6.701","6.701","6.655","0.42%"
"Aug 27, 2020","6.627","6.627","6.627","6.627","-0.79%"
"Aug 26, 2020","6.680","6.646","6.680","6.646","0.83%"
"Aug 25, 2020","6.625","6.610","6.625","6.610","-0.35%"
"Aug 24, 2020","6.648","6.648","6.648","6.648","0.88%"
"Aug 21, 2020","6.590","6.456","6.590","6.456","2.33%"
"Aug 20, 2020","6.440","6.440","6.440","6.440","-0.08%"
"Aug 19, 2020","6.445","6.406","6.445","6.406","0.16%"
"Aug 18, 2020","6.435","6.435","6.435","6.435","0.25%"
"Aug 17, 2020","6.419","6.402","6.419","6.402","-0.05%"
"Aug 14, 2020","6.422","6.441","6.441","6.422","0.90%"
"Aug 13, 2020","6.365","6.387","6.387","6.343","0.30%"
"Aug 12, 2020","6.346","6.402","6.402","6.346","-0.64%"
"Aug 11, 2020","6.387","6.432","6.432","6.387","0.46%"
"Aug 10, 2020","6.358","6.358","6.368","6.358","-0.47%"
"Aug 07, 2020","6.388","6.388","6.388","6.388","1.24%"
"Aug 06, 2020","6.310","6.349","6.349","6.310","0.00%"
"Aug 05, 2020","6.310","6.334","6.334","6.310","-0.08%"
"Aug 04, 2020","6.315","6.359","6.359","6.315","-0.38%"
"Aug 03, 2020","6.339","6.339","6.359","6.339","0.11%"
"Jul 31, 2020","6.332","6.335","6.335","6.330","0.19%"
"Jul 30, 2020","6.320","6.341","6.341","6.320","0.40%"
"Jul 29, 2020","6.295","6.340","6.340","6.295","-0.08%"
"Jul 28, 2020","6.300","6.365","6.365","6.300","-0.27%"
"Jul 27, 2020","6.317","6.340","6.350","6.317","0.24%"
"Jul 24, 2020","6.302","6.321","6.321","6.302","-0.30%"
"Jul 23, 2020","6.321","6.331","6.331","6.321","0.08%"
"Jul 22, 2020","6.316","6.340","6.340","6.316","-0.11%"
"Jul 21, 2020","6.323","6.312","6.350","6.312","0.30%"
"Jul 20, 2020","6.304","6.321","6.321","6.304","-0.17%"
"Jul 17, 2020","6.315","6.360","6.360","6.315","-0.11%"
"Jul 16, 2020","6.322","6.341","6.341","6.322","-0.08%"
"Jul 15, 2020","6.327","6.351","6.385","6.327","-0.14%"
"Jul 14, 2020","6.336","6.356","6.361","6.336","0.46%"
"Jul 13, 2020","6.307","6.322","6.361","6.307","-0.08%"
"Jul 10, 2020","6.312","6.360","6.360","6.312","-0.69%"
"Jul 09, 2020","6.356","6.371","6.371","6.356","0.22%"
"Jul 08, 2020","6.342","6.352","6.381","6.340","-0.08%"
"Jul 07, 2020","6.347","6.410","6.410","6.347","-0.74%"
"Jul 06, 2020","6.394","6.435","6.459","6.394","-0.34%"
"Jul 03, 2020","6.416","6.436","6.436","6.405","0.45%"
"Jul 02, 2020","6.387","6.440","6.440","6.387","-0.37%"
"Jul 01, 2020","6.411","6.455","6.455","6.411","-0.30%"
"Jun 30, 2020","6.430","6.450","6.450","6.430","0.08%"
"Jun 29, 2020","6.425","6.470","6.470","6.425","-0.42%"
"Jun 26, 2020","6.452","6.509","6.509","6.452","0.11%"
"Jun 25, 2020","6.445","6.485","6.510","6.445","-0.39%"
"Jun 24, 2020","6.470","6.460","6.470","6.452","0.29%"
"Jun 23, 2020","6.451","6.485","6.485","6.451","0.23%"
"Jun 22, 2020","6.436","6.436","6.470","6.436","0.06%"
"Jun 19, 2020","6.432","6.447","6.460","6.430","-0.37%"
"Jun 18, 2020","6.456","6.500","6.500","6.456","-0.08%"
"Jun 17, 2020","6.461","6.476","6.505","6.456","0.16%"
"Jun 16, 2020","6.451","6.490","6.510","6.451","0.00%"
"Jun 15, 2020","6.451","6.460","6.460","6.451","-0.08%"
"Jun 12, 2020","6.456","6.481","6.481","6.456","0.30%"
"Jun 11, 2020","6.437","6.452","6.501","6.437","0.00%"
"Jun 10, 2020","6.437","6.437","6.452","6.437","0.00%"
"Jun 09, 2020","6.437","6.432","6.452","6.427","0.08%"
"Jun 08, 2020","6.432","6.462","6.462","6.432","0.00%"
"Jun 05, 2020","6.432","6.462","6.462","6.431","-0.17%"
"Jun 04, 2020","6.443","6.502","6.502","6.443","-0.42%"
"Jun 03, 2020","6.470","6.487","6.487","6.448","0.45%"
"Jun 02, 2020","6.441","6.497","6.497","6.440","0.30%"
"Jun 01, 2020","6.422","6.472","6.472","6.422","0.28%"
"May 29, 2020","6.404","6.414","6.463","6.404","-0.16%"
"May 28, 2020","6.414","6.463","6.463","6.414","0.00%"
"May 27, 2020","6.414","6.473","6.483","6.404","-0.37%"
"May 26, 2020","6.438","6.502","6.502","6.438","-0.09%"
"May 22, 2020","6.444","6.463","6.492","6.414","-0.98%"
"May 21, 2020","6.508","6.532","6.572","6.508","-0.15%"
"May 20, 2020","6.518","6.513","6.523","6.513","0.08%"
"May 19, 2020","6.513","6.523","6.523","6.506","-0.05%"
"May 18, 2020","6.516","6.537","6.537","6.516","-0.18%"
"May 15, 2020","6.528","6.587","6.587","6.528","-0.15%"
"May 14, 2020","6.538","6.582","6.582","6.535","-0.76%"
"May 13, 2020","6.588","6.637","6.662","6.588","-0.50%"
"May 12, 2020","6.621","6.633","6.661","6.621","-0.88%"
"May 11, 2020","6.680","6.663","6.738","6.663","2.55%"
"May 08, 2020","6.514","6.583","6.583","6.514","-0.90%"
"May 06, 2020","6.573","6.573","6.629","6.573","-0.09%"
"May 05, 2020","6.579","6.608","6.608","6.579","-0.57%"
"May 04, 2020","6.617","6.683","6.683","6.617","0.46%"
"Apr 30, 2020","6.587","6.587","6.587","6.587","-0.45%"
"Apr 29, 2020","6.617","6.617","6.617","6.617","-0.33%"
"Apr 28, 2020","6.639","6.655","6.655","6.639","0.61%"
"Apr 27, 2020","6.599","6.599","6.599","6.599","-0.15%"
"Apr 24, 2020","6.609","6.640","6.690","6.609","-0.23%"
"Apr 23, 2020","6.624","6.624","6.624","6.624","-0.84%"
"Apr 22, 2020","6.680","6.680","6.680","6.680","0.98%"
"Apr 21, 2020","6.615","6.752","6.752","6.615","-1.39%"
"Apr 20, 2020","6.708","6.708","6.708","6.708","-1.66%"
"Apr 17, 2020","6.821","6.821","6.821","6.821","-1.16%"
"Apr 16, 2020","6.901","6.901","6.901","6.901","0.09%"
"Apr 15, 2020","6.895","6.895","6.895","6.895","-0.93%"
"Apr 13, 2020","6.960","6.960","6.960","6.960","-0.51%"
"Apr 09, 2020","6.996","7.035","7.086","6.996","0.24%"
"Apr 08, 2020","6.979","6.979","6.979","6.979","0.72%"
"Apr 07, 2020","6.929","6.934","6.986","6.929","1.20%"
"Apr 03, 2020","6.847","6.856","6.856","6.846","1.17%"
"Mar 31, 2020","6.768","6.825","6.825","6.768","-0.56%"
"Mar 30, 2020","6.806","6.806","6.806","6.806","0.46%"
"Mar 27, 2020","6.775","6.775","6.775","6.775","-1.70%"
"Mar 26, 2020","6.892","6.892","6.892","6.892","-1.53%"
"Mar 24, 2020","6.999","6.999","6.999","6.999","-0.53%"
"Mar 23, 2020","7.036","7.036","7.036","7.036","2.27%"
"Mar 20, 2020","6.880","6.880","6.880","6.880","-0.58%"
"Mar 19, 2020","6.920","6.920","6.920","6.920","1.14%"
"Mar 18, 2020","6.842","6.842","6.842","6.842","0.91%"
"Mar 17, 2020","6.780","6.780","6.780","6.780","0.33%"
"Mar 16, 2020","6.758","6.758","6.758","6.758","-0.47%"
"Mar 13, 2020","6.790","6.732","6.790","6.732","1.95%"
"Mar 12, 2020","6.660","6.660","6.660","6.660","-0.08%"
"Mar 11, 2020","6.665","6.675","6.675","6.665","1.34%"
