"Date","Price","Open","High","Low","Change %"
"Feb 23, 2015","7.787","7.787","7.787","7.787","0.19%"
"Feb 20, 2015","7.772","7.772","7.772","7.772","-0.21%"
"Feb 19, 2015","7.788","7.788","7.788","7.788","0.00%"
"Feb 18, 2015","7.788","7.788","7.788","7.788","0.08%"
"Feb 16, 2015","7.782","7.782","7.782","7.782","0.03%"
"Feb 13, 2015","7.780","7.780","7.780","7.780","-0.52%"
"Feb 12, 2015","7.821","7.821","7.821","7.821","0.31%"
"Feb 11, 2015","7.797","7.797","7.797","7.797","0.09%"
"Feb 10, 2015","7.790","7.790","7.790","7.790","-0.04%"
"Feb 09, 2015","7.793","7.793","7.793","7.793","0.23%"
"Feb 06, 2015","7.775","7.775","7.775","7.775","-0.05%"
"Feb 05, 2015","7.779","7.779","7.779","7.779","-0.24%"
"Feb 04, 2015","7.798","7.798","7.798","7.798","0.15%"
"Feb 03, 2015","7.786","7.786","7.786","7.786","0.59%"
"Feb 02, 2015","7.740","7.740","7.740","7.740","-0.57%"
"Feb 01, 2015","7.784","7.784","7.784","7.784","0.00%"
"Jan 30, 2015","7.784","7.784","7.784","7.784","-0.26%"
"Jan 29, 2015","7.804","7.804","7.804","7.804","0.04%"
"Jan 28, 2015","7.801","7.801","7.801","7.801","-0.01%"
"Jan 27, 2015","7.802","7.802","7.802","7.802","-0.01%"
"Jan 23, 2015","7.803","7.803","7.803","7.803","0.05%"
"Jan 22, 2015","7.799","7.799","7.799","7.799","0.01%"
"Jan 21, 2015","7.798","7.798","7.798","7.798","-0.56%"
"Jan 20, 2015","7.842","7.842","7.842","7.842","-0.22%"
"Jan 19, 2015","7.859","7.859","7.859","7.859","0.19%"
"Jan 16, 2015","7.844","7.844","7.844","7.844","-0.44%"
"Jan 15, 2015","7.879","7.879","7.879","7.879","-1.12%"
"Jan 14, 2015","7.968","7.968","7.968","7.968","0.01%"
"Jan 13, 2015","7.967","7.967","7.967","7.967","-0.50%"
"Jan 12, 2015","8.007","8.007","8.007","8.007","-0.36%"
"Jan 09, 2015","8.036","8.036","8.036","8.036","-0.15%"
"Jan 08, 2015","8.048","8.048","8.048","8.048","-0.20%"
"Jan 07, 2015","8.064","8.064","8.064","8.064","-0.35%"
"Jan 06, 2015","8.092","8.092","8.092","8.092","0.07%"
"Jan 05, 2015","8.086","8.086","8.086","8.086","0.27%"
"Jan 02, 2015","8.064","8.064","8.064","8.064","0.35%"
"Jan 01, 2015","8.036","8.036","8.036","8.036","0.36%"
"Dec 31, 2014","8.007","8.007","8.007","8.007","-0.34%"
"Dec 30, 2014","8.034","8.034","8.034","8.034","-0.54%"
"Dec 29, 2014","8.078","8.078","8.078","8.078","-0.36%"
"Dec 28, 2014","8.107","8.107","8.107","8.107","0.00%"
"Dec 26, 2014","8.107","8.107","8.107","8.107","0.20%"
"Dec 24, 2014","8.091","8.091","8.091","8.091","0.31%"
"Dec 23, 2014","8.066","8.066","8.066","8.066","-0.26%"
"Dec 22, 2014","8.087","8.087","8.087","8.087","0.26%"
"Dec 19, 2014","8.066","8.066","8.066","8.066","0.34%"
"Dec 18, 2014","8.039","8.039","8.039","8.039","-0.32%"
"Dec 17, 2014","8.065","8.065","8.065","8.065","-0.27%"
"Dec 16, 2014","8.087","8.087","8.087","8.087","2.07%"
"Dec 15, 2014","7.923","7.923","7.923","7.923","0.18%"
"Dec 14, 2014","7.909","7.909","7.909","7.909","0.00%"
"Dec 12, 2014","7.909","7.909","7.909","7.909","-0.60%"
"Dec 11, 2014","7.957","7.957","7.957","7.957","-0.69%"
"Dec 10, 2014","8.012","8.012","8.012","8.012","0.10%"
"Dec 09, 2014","8.004","8.004","8.004","8.004","-0.24%"
"Dec 08, 2014","8.023","8.023","8.023","8.023","-0.25%"
"Dec 05, 2014","8.043","8.043","8.043","8.043","-0.47%"
"Dec 04, 2014","8.081","8.081","8.081","8.081","0.05%"
"Dec 03, 2014","8.077","8.077","8.077","8.077","-0.20%"
"Dec 02, 2014","8.093","8.093","8.093","8.093","-1.03%"
"Dec 01, 2014","8.177","8.177","8.177","8.177","-0.34%"
"Nov 30, 2014","8.205","8.205","8.205","8.205","0.00%"
"Nov 28, 2014","8.205","8.205","8.205","8.205","-0.76%"
"Nov 27, 2014","8.268","8.268","8.268","8.268","0.00%"
"Nov 26, 2014","8.268","8.268","8.268","8.268","-0.07%"
"Nov 25, 2014","8.274","8.274","8.274","8.274","-0.10%"
"Nov 24, 2014","8.282","8.282","8.282","8.282","-0.06%"
"Nov 21, 2014","8.287","8.287","8.287","8.287","0.07%"
"Nov 20, 2014","8.281","8.281","8.281","8.281","-0.05%"
"Nov 19, 2014","8.285","8.285","8.285","8.285","0.04%"
"Nov 18, 2014","8.282","8.282","8.282","8.282","-0.26%"
"Nov 17, 2014","8.304","8.304","8.304","8.304","-0.46%"
"Nov 16, 2014","8.342","8.342","8.342","8.342","0.00%"
"Nov 14, 2014","8.342","8.342","8.342","8.342","0.28%"
"Nov 13, 2014","8.319","8.319","8.319","8.319","0.63%"
"Nov 12, 2014","8.267","8.267","8.267","8.267","-0.17%"
"Nov 11, 2014","8.281","8.281","8.281","8.281","0.19%"
"Nov 10, 2014","8.265","8.265","8.265","8.265","-0.24%"
"Nov 07, 2014","8.285","8.285","8.285","8.285","0.07%"
"Nov 05, 2014","8.279","8.279","8.279","8.279","-0.90%"
"Nov 03, 2014","8.354","8.354","8.354","8.354","-0.20%"
"Oct 31, 2014","8.371","8.371","8.371","8.371","-0.56%"
"Oct 30, 2014","8.418","8.418","8.418","8.418","-0.46%"
"Oct 29, 2014","8.457","8.457","8.457","8.457","-0.22%"
"Oct 28, 2014","8.476","8.476","8.476","8.476","-0.18%"
"Oct 27, 2014","8.491","8.491","8.491","8.491","-0.40%"
"Oct 22, 2014","8.525","8.525","8.525","8.525","-0.26%"
"Oct 21, 2014","8.547","8.547","8.547","8.547","-0.09%"
"Oct 20, 2014","8.555","8.555","8.555","8.555","-0.37%"
"Oct 17, 2014","8.587","8.587","8.587","8.587","0.03%"
"Oct 16, 2014","8.584","8.584","8.584","8.584","-0.38%"
"Oct 15, 2014","8.617","8.617","8.617","8.617","0.00%"
"Oct 14, 2014","8.617","8.617","8.617","8.617","-0.31%"
"Oct 13, 2014","8.644","8.644","8.644","8.644","-0.23%"
"Oct 10, 2014","8.664","8.664","8.664","8.664","-0.16%"
"Oct 09, 2014","8.678","8.678","8.678","8.678","0.47%"
"Oct 08, 2014","8.637","8.637","8.637","8.637","-0.46%"
"Oct 07, 2014","8.677","8.677","8.677","8.677","-0.34%"
"Oct 01, 2014","8.707","8.707","8.707","8.707","-0.25%"
"Sep 30, 2014","8.729","8.729","8.729","8.729","0.23%"
"Sep 29, 2014","8.709","8.709","8.709","8.709","0.43%"
"Sep 27, 2014","8.672","8.672","8.672","8.672","0.00%"
"Sep 26, 2014","8.672","8.672","8.672","8.672","-0.31%"
"Sep 25, 2014","8.699","8.699","8.699","8.699","0.05%"
"Sep 24, 2014","8.695","8.695","8.695","8.695","-0.02%"
"Sep 23, 2014","8.697","8.697","8.697","8.697","0.25%"
"Sep 22, 2014","8.675","8.675","8.675","8.675","-0.08%"
"Sep 19, 2014","8.682","8.682","8.682","8.682","-0.13%"
"Sep 18, 2014","8.693","8.693","8.693","8.693","-0.41%"
"Sep 17, 2014","8.729","8.729","8.729","8.729","-0.05%"
"Sep 16, 2014","8.733","8.733","8.733","8.733","-0.01%"
"Sep 15, 2014","8.734","8.734","8.734","8.734","0.00%"
"Sep 13, 2014","8.734","8.734","8.734","8.734","0.00%"
"Sep 12, 2014","8.734","8.734","8.734","8.734","-0.06%"
"Sep 11, 2014","8.739","8.739","8.739","8.739","-0.40%"
"Sep 10, 2014","8.774","8.774","8.774","8.774","0.30%"
"Sep 09, 2014","8.748","8.748","8.748","8.748","0.08%"
"Sep 08, 2014","8.741","8.741","8.741","8.741","-0.24%"
"Sep 05, 2014","8.762","8.762","8.762","8.762","-0.14%"
"Sep 04, 2014","8.774","8.774","8.774","8.774","0.09%"
"Sep 03, 2014","8.766","8.766","8.766","8.766","-0.08%"
"Sep 02, 2014","8.773","8.773","8.773","8.773","-0.15%"
"Sep 01, 2014","8.786","8.786","8.786","8.786","-0.05%"
"Aug 31, 2014","8.790","8.790","8.790","8.790","0.00%"
"Aug 28, 2014","8.790","8.790","8.790","8.790","0.02%"
"Aug 27, 2014","8.788","8.788","8.788","8.788","-0.26%"
"Aug 26, 2014","8.811","8.811","8.811","8.811","0.17%"
"Aug 25, 2014","8.796","8.796","8.796","8.796","0.50%"
"Aug 22, 2014","8.752","8.752","8.752","8.752","-0.22%"
"Aug 21, 2014","8.771","8.771","8.771","8.771","-0.16%"
"Aug 20, 2014","8.785","8.785","8.785","8.785","-0.37%"
"Aug 19, 2014","8.818","8.818","8.818","8.818","-0.18%"
"Aug 14, 2014","8.834","8.834","8.834","8.834","-0.43%"
"Aug 13, 2014","8.872","8.872","8.872","8.872","-0.93%"
"Aug 12, 2014","8.955","8.955","8.955","8.955","0.71%"
"Aug 11, 2014","8.892","8.892","8.892","8.892","-0.07%"
"Aug 10, 2014","8.898","8.898","8.898","8.898","0.00%"
"Aug 08, 2014","8.898","8.898","8.898","8.898","-0.25%"
"Aug 07, 2014","8.920","8.920","8.920","8.920","-0.22%"
"Aug 06, 2014","8.940","8.940","8.940","8.940","0.40%"
"Aug 05, 2014","8.904","8.904","8.904","8.904","1.56%"
"Aug 04, 2014","8.767","8.767","8.767","8.767","0.03%"
"Aug 02, 2014","8.764","8.764","8.764","8.764","0.00%"
"Aug 01, 2014","8.764","8.764","8.764","8.764","0.19%"
"Jul 31, 2014","8.747","8.747","8.747","8.747","-0.03%"
"Jul 30, 2014","8.750","8.750","8.750","8.750","0.31%"
"Jul 28, 2014","8.723","8.723","8.723","8.723","0.38%"
"Jul 27, 2014","8.690","8.690","8.690","8.690","0.00%"
"Jul 25, 2014","8.690","8.690","8.690","8.690","0.45%"
"Jul 24, 2014","8.651","8.651","8.651","8.651","-0.05%"
"Jul 23, 2014","8.655","8.655","8.655","8.655","-0.27%"
"Jul 22, 2014","8.678","8.678","8.678","8.678","-0.36%"
"Jul 21, 2014","8.709","8.709","8.709","8.709","-0.56%"
"Jul 20, 2014","8.758","8.758","8.758","8.758","0.00%"
"Jul 18, 2014","8.758","8.758","8.758","8.758","0.31%"
"Jul 17, 2014","8.731","8.731","8.731","8.731","-0.26%"
"Jul 16, 2014","8.754","8.754","8.754","8.754","-0.30%"
"Jul 15, 2014","8.780","8.780","8.780","8.780","-0.42%"
"Jul 14, 2014","8.817","8.817","8.817","8.817","0.26%"
"Jul 12, 2014","8.794","8.794","8.794","8.794","0.00%"
"Jul 11, 2014","8.794","8.794","8.794","8.794","0.22%"
"Jul 10, 2014","8.775","8.775","8.775","8.775","0.31%"
"Jul 09, 2014","8.748","8.748","8.748","8.748","0.05%"
"Jul 08, 2014","8.744","8.744","8.744","8.744","0.28%"
"Jul 07, 2014","8.720","8.720","8.720","8.720","0.20%"
"Jul 04, 2014","8.703","8.703","8.703","8.703","0.03%"
"Jul 03, 2014","8.700","8.700","8.700","8.700","-0.02%"
"Jul 02, 2014","8.702","8.702","8.702","8.702","-1.01%"
"Jul 01, 2014","8.791","8.791","8.791","8.791","0.15%"
"Jun 30, 2014","8.778","8.778","8.778","8.778","0.01%"
"Jun 27, 2014","8.777","8.777","8.777","8.777","0.21%"
"Jun 26, 2014","8.759","8.759","8.759","8.759","0.26%"
"Jun 25, 2014","8.736","8.736","8.736","8.736","-0.06%"
"Jun 24, 2014","8.741","8.741","8.741","8.741","-0.61%"
"Jun 23, 2014","8.795","8.795","8.795","8.795","0.63%"
"Jun 20, 2014","8.740","8.740","8.740","8.740","0.11%"
"Jun 19, 2014","8.730","8.730","8.730","8.730","0.49%"
"Jun 18, 2014","8.687","8.687","8.687","8.687","0.54%"
"Jun 17, 2014","8.640","8.640","8.640","8.640","-0.35%"
"Jun 16, 2014","8.670","8.670","8.670","8.670","0.09%"
"Jun 13, 2014","8.662","8.662","8.662","8.662","0.87%"
"Jun 12, 2014","8.587","8.587","8.587","8.587","0.15%"
"Jun 11, 2014","8.574","8.574","8.574","8.574","0.05%"
"Jun 10, 2014","8.570","8.570","8.570","8.570","0.05%"
"Jun 09, 2014","8.566","8.566","8.566","8.566","0.53%"
"Jun 06, 2014","8.521","8.521","8.521","8.521","-0.96%"
"Jun 05, 2014","8.604","8.604","8.604","8.604","-0.74%"
"Jun 04, 2014","8.668","8.668","8.668","8.668","-0.30%"
"Jun 03, 2014","8.694","8.694","8.694","8.694","-0.45%"
"Jun 02, 2014","8.733","8.733","8.733","8.733","0.00%"
"May 30, 2014","8.733","8.733","8.733","8.733","-1.10%"
"May 29, 2014","8.830","8.830","8.830","8.830","-0.25%"
"May 28, 2014","8.852","8.852","8.852","8.852","-0.14%"
"May 27, 2014","8.864","8.864","8.864","8.864","-0.39%"
"May 26, 2014","8.899","8.899","8.899","8.899","0.26%"
"May 25, 2014","8.876","8.876","8.876","8.876","0.00%"
"May 23, 2014","8.876","8.876","8.876","8.876","-0.30%"
"May 22, 2014","8.903","8.903","8.903","8.903","-0.47%"
"May 21, 2014","8.945","8.945","8.945","8.945","-0.68%"
"May 20, 2014","9.006","9.006","9.006","9.006","-0.19%"
"May 19, 2014","9.023","9.023","9.023","9.023","-0.01%"
"May 16, 2014","9.024","9.024","9.024","9.024","0.03%"
"May 15, 2014","9.021","9.021","9.021","9.021","-0.06%"
"May 13, 2014","9.026","9.026","9.026","9.026","0.31%"
"May 12, 2014","8.998","8.998","8.998","8.998","0.00%"
"May 09, 2014","8.998","8.998","8.998","8.998","-0.13%"
"May 08, 2014","9.010","9.010","9.010","9.010","-0.12%"
"May 07, 2014","9.021","9.021","9.021","9.021","0.14%"
"May 06, 2014","9.008","9.008","9.008","9.008","0.21%"
"May 05, 2014","8.989","8.989","8.989","8.989","-0.71%"
"May 02, 2014","9.053","9.053","9.053","9.053","-0.40%"
"Apr 30, 2014","9.089","9.089","9.089","9.089","-0.13%"
"Apr 29, 2014","9.101","9.101","9.101","9.101","-0.19%"
"Apr 28, 2014","9.118","9.118","9.118","9.118","-0.07%"
"Apr 25, 2014","9.124","9.124","9.124","9.124","0.15%"
"Apr 23, 2014","9.110","9.110","9.110","9.110","0.05%"
"Apr 22, 2014","9.105","9.105","9.105","9.105","-0.50%"
"Apr 21, 2014","9.151","9.151","9.151","9.151","-0.35%"
"Apr 17, 2014","9.183","9.183","9.183","9.183","-0.76%"
"Apr 16, 2014","9.253","9.253","9.253","9.253","-0.06%"
"Apr 15, 2014","9.259","9.259","9.259","9.259","0.00%"
"Apr 11, 2014","9.259","9.259","9.259","9.259","-0.30%"
"Apr 10, 2014","9.287","9.287","9.287","9.287","-0.33%"
"Apr 09, 2014","9.318","9.318","9.318","9.318","-0.41%"
"Apr 07, 2014","9.356","9.356","9.356","9.356","0.25%"
"Apr 04, 2014","9.333","9.333","9.333","9.333","0.54%"
"Apr 03, 2014","9.283","9.283","9.283","9.283","0.23%"
"Apr 02, 2014","9.262","9.262","9.262","9.262","1.20%"
"Apr 01, 2014","9.152","9.152","9.152","9.152","0.00%"
"Mar 28, 2014","9.152","9.152","9.152","9.152","0.19%"
"Mar 27, 2014","9.135","9.135","9.135","9.135","0.18%"
"Mar 26, 2014","9.119","9.119","9.119","9.119","-0.01%"
"Mar 25, 2014","9.120","9.120","9.120","9.120","-0.08%"
"Mar 24, 2014","9.127","9.127","9.127","9.127","0.02%"
"Mar 21, 2014","9.125","9.125","9.125","9.125","-0.23%"
"Mar 20, 2014","9.146","9.146","9.146","9.146","0.20%"
"Mar 19, 2014","9.128","9.128","9.128","9.128","-0.20%"
"Mar 18, 2014","9.146","9.146","9.146","9.146","-0.13%"
"Mar 14, 2014","9.158","9.158","9.158","9.158","-0.05%"
"Mar 13, 2014","9.163","9.163","9.163","9.163","0.00%"
"Mar 12, 2014","9.163","9.163","9.163","9.163","0.00%"
"Mar 11, 2014","9.163","9.163","9.163","9.163","-0.52%"
"Mar 10, 2014","9.211","9.211","9.211","9.211","-0.42%"
"Mar 09, 2014","9.250","9.250","9.250","9.250","0.00%"
"Mar 07, 2014","9.250","9.250","9.250","9.250","0.04%"
"Mar 06, 2014","9.246","9.246","9.246","9.246","0.13%"
"Mar 05, 2014","9.234","9.234","9.234","9.234","-0.24%"
"Mar 04, 2014","9.256","9.256","9.256","9.256","-0.41%"
"Mar 03, 2014","9.294","9.294","9.294","9.294","0.57%"
"Feb 28, 2014","9.241","9.241","9.241","9.241","-0.53%"
"Feb 26, 2014","9.290","9.290","9.290","9.290","0.09%"
"Feb 25, 2014","9.282","9.282","9.282","9.282","0.13%"
"Feb 24, 2014","9.270","9.270","9.270","9.270","0.60%"
"Feb 21, 2014","9.215","9.215","9.215","9.215","-0.04%"
"Feb 20, 2014","9.219","9.219","9.219","9.219","-0.10%"
"Feb 18, 2014","9.228","9.228","9.228","9.228","-0.16%"
"Feb 17, 2014","9.243","9.243","9.243","9.243","0.04%"
"Feb 14, 2014","9.239","9.239","9.239","9.239","-0.04%"
"Feb 13, 2014","9.243","9.243","9.243","9.243","0.11%"
"Feb 12, 2014","9.233","9.233","9.233","9.233","0.64%"
"Feb 11, 2014","9.174","9.174","9.174","9.174","0.65%"
"Feb 10, 2014","9.115","9.115","9.115","9.115","-0.20%"
"Feb 07, 2014","9.133","9.133","9.133","9.133","-0.03%"
"Feb 06, 2014","9.136","9.136","9.136","9.136","-0.09%"
"Feb 05, 2014","9.144","9.144","9.144","9.144","0.14%"
"Feb 04, 2014","9.131","9.131","9.131","9.131","-0.53%"
"Feb 03, 2014","9.180","9.180","9.180","9.180","-0.44%"
"Jan 31, 2014","9.221","9.221","9.221","9.221","0.22%"
"Jan 30, 2014","9.201","9.201","9.201","9.201","0.29%"
"Jan 29, 2014","9.174","9.174","9.174","9.174","0.58%"
"Jan 28, 2014","9.121","9.121","9.121","9.121","0.30%"
"Jan 27, 2014","9.094","9.094","9.094","9.094","0.35%"
"Jan 24, 2014","9.062","9.062","9.062","9.062","0.73%"
"Jan 23, 2014","8.996","8.996","8.996","8.996","0.17%"
"Jan 22, 2014","8.981","8.981","8.981","8.981","0.50%"
"Jan 21, 2014","8.936","8.936","8.936","8.936","0.20%"
"Jan 20, 2014","8.918","8.918","8.918","8.918","-0.82%"
"Jan 17, 2014","8.992","8.992","8.992","8.992","0.38%"
"Jan 16, 2014","8.958","8.958","8.958","8.958","-0.39%"
"Jan 15, 2014","8.993","8.993","8.993","8.993","-0.91%"
"Jan 13, 2014","9.076","9.076","9.076","9.076","-0.53%"
"Jan 10, 2014","9.124","9.124","9.124","9.124","-0.41%"
"Jan 09, 2014","9.162","9.162","9.162","9.162","-0.38%"
"Jan 08, 2014","9.197","9.197","9.197","9.197","0.22%"
"Jan 07, 2014","9.177","9.177","9.177","9.177","-0.07%"
"Jan 06, 2014","9.183","9.183","9.183","9.183","-0.50%"
"Jan 03, 2014","9.229","9.229","9.229","9.229","-0.10%"
"Jan 02, 2014","9.238","9.238","9.238","9.238","0.05%"
"Jan 01, 2014","9.233","9.233","9.233","9.233","0.29%"
"Dec 31, 2013","9.206","9.206","9.206","9.206","-0.41%"
"Dec 30, 2013","9.244","9.244","9.244","9.244","-0.58%"
"Dec 27, 2013","9.298","9.298","9.298","9.298","-0.01%"
"Dec 26, 2013","9.299","9.299","9.299","9.299","0.14%"
"Dec 25, 2013","9.286","9.286","9.286","9.286","0.00%"
"Dec 24, 2013","9.286","9.286","9.286","9.286","0.39%"
"Dec 23, 2013","9.250","9.250","9.250","9.250","0.03%"
"Dec 20, 2013","9.247","9.247","9.247","9.247","1.06%"
"Dec 19, 2013","9.150","9.150","9.150","9.150","-1.15%"
"Dec 18, 2013","9.256","9.256","9.256","9.256","-0.64%"
"Dec 17, 2013","9.316","9.316","9.316","9.316","0.17%"
"Dec 16, 2013","9.300","9.300","9.300","9.300","0.02%"
"Dec 13, 2013","9.298","9.298","9.298","9.298","0.65%"
"Dec 12, 2013","9.238","9.238","9.238","9.238","-0.06%"
"Dec 11, 2013","9.244","9.244","9.244","9.244","-0.05%"
"Dec 10, 2013","9.249","9.249","9.249","9.249","-0.06%"
"Dec 09, 2013","9.255","9.255","9.255","9.255","-0.49%"
"Dec 06, 2013","9.301","9.301","9.301","9.301","1.28%"
"Dec 05, 2013","9.183","9.183","9.183","9.183","-0.41%"
"Dec 04, 2013","9.221","9.221","9.221","9.221","0.42%"
"Dec 03, 2013","9.182","9.182","9.182","9.182","0.65%"
"Dec 02, 2013","9.123","9.123","9.123","9.123","0.63%"
"Nov 29, 2013","9.066","9.066","9.066","9.066","1.28%"
"Nov 28, 2013","8.951","8.951","8.951","8.951","0.00%"
"Nov 27, 2013","8.951","8.951","8.951","8.951","-0.41%"
"Nov 26, 2013","8.988","8.988","8.988","8.988","-0.42%"
"Nov 25, 2013","9.026","9.026","9.026","9.026","0.00%"
"Nov 22, 2013","9.026","9.026","9.026","9.026","-0.44%"
"Nov 21, 2013","9.066","9.066","9.066","9.066","0.47%"
"Nov 20, 2013","9.024","9.024","9.024","9.024","0.84%"
"Nov 19, 2013","8.949","8.949","8.949","8.949","-2.07%"
"Nov 18, 2013","9.138","9.138","9.138","9.138","-0.62%"
"Nov 17, 2013","9.195","9.195","9.195","9.195","0.00%"
"Nov 15, 2013","9.195","9.195","9.195","9.195","0.00%"
"Nov 14, 2013","9.195","9.195","9.195","9.195","0.22%"
"Nov 13, 2013","9.175","9.175","9.175","9.175","-1.66%"
"Nov 12, 2013","9.330","9.330","9.330","9.330","0.84%"
"Nov 11, 2013","9.252","9.252","9.252","9.252","-0.16%"
"Nov 08, 2013","9.267","9.267","9.267","9.267","1.88%"
"Nov 07, 2013","9.096","9.096","9.096","9.096","1.27%"
"Nov 06, 2013","8.982","8.982","8.982","8.982","-0.41%"
"Nov 05, 2013","9.019","9.019","9.019","9.019","0.00%"
"Nov 04, 2013","9.019","9.019","9.019","9.019","0.00%"
"Nov 03, 2013","9.019","9.019","9.019","9.019","0.00%"
"Nov 01, 2013","9.019","9.019","9.019","9.019","0.85%"
"Oct 31, 2013","8.943","8.943","8.943","8.943","0.85%"
"Oct 30, 2013","8.868","8.868","8.868","8.868","-2.08%"
"Oct 29, 2013","9.056","9.056","9.056","9.056","-0.83%"
"Oct 28, 2013","9.132","9.132","9.132","9.132","0.43%"
"Oct 27, 2013","9.093","9.093","9.093","9.093","0.00%"
"Oct 25, 2013","9.093","9.093","9.093","9.093","0.18%"
"Oct 24, 2013","9.077","9.077","9.077","9.077","-0.16%"
"Oct 23, 2013","9.092","9.092","9.092","9.092","0.01%"
"Oct 22, 2013","9.091","9.091","9.091","9.091","0.00%"
"Oct 21, 2013","9.091","9.091","9.091","9.091","0.00%"
"Oct 18, 2013","9.091","9.091","9.091","9.091","0.01%"
"Oct 17, 2013","9.090","9.090","9.090","9.090","-0.83%"
"Oct 16, 2013","9.166","9.166","9.166","9.166","0.00%"
"Oct 15, 2013","9.166","9.166","9.166","9.166","1.01%"
"Oct 14, 2013","9.074","9.074","9.074","9.074","1.10%"
"Oct 11, 2013","8.975","8.975","8.975","8.975","0.01%"
"Oct 10, 2013","8.974","8.974","8.974","8.974","-0.42%"
"Oct 09, 2013","9.012","9.012","9.012","9.012","0.01%"
"Oct 08, 2013","9.011","9.011","9.011","9.011","-2.49%"
"Oct 07, 2013","9.241","9.241","9.241","9.241","0.01%"
"Oct 04, 2013","9.240","9.240","9.240","9.240","0.01%"
"Oct 03, 2013","9.239","9.239","9.239","9.239","-0.42%"
"Oct 02, 2013","9.278","9.278","9.278","9.278","0.00%"
"Oct 01, 2013","9.278","9.278","9.278","9.278","-0.41%"
"Sep 30, 2013","9.316","9.316","9.316","9.316","0.00%"
"Sep 29, 2013","9.316","9.316","9.316","9.316","0.00%"
"Sep 27, 2013","9.316","9.316","9.316","9.316","0.01%"
"Sep 26, 2013","9.315","9.315","9.315","9.315","-0.42%"
"Sep 25, 2013","9.354","9.354","9.354","9.354","0.00%"
"Sep 24, 2013","9.354","9.354","9.354","9.354","-0.42%"
"Sep 23, 2013","9.393","9.393","9.393","9.393","3.42%"
"Sep 22, 2013","9.082","9.082","9.082","9.082","0.00%"
"Sep 20, 2013","9.082","9.082","9.082","9.082","3.42%"
"Sep 19, 2013","8.782","8.782","8.782","8.782","-2.06%"
"Sep 18, 2013","8.967","8.967","8.967","8.967","-0.41%"
"Sep 17, 2013","9.004","9.004","9.004","9.004","0.00%"
"Sep 16, 2013","9.004","9.004","9.004","9.004","-0.83%"
"Sep 15, 2013","9.079","9.079","9.079","9.079","0.00%"
"Sep 13, 2013","9.079","9.079","9.079","9.079","0.01%"
"Sep 12, 2013","9.078","9.078","9.078","9.078","0.84%"
"Sep 11, 2013","9.002","9.002","9.002","9.002","-0.41%"
"Sep 10, 2013","9.039","9.039","9.039","9.039","-0.42%"
"Sep 09, 2013","9.077","9.077","9.077","9.077","0.00%"
"Sep 08, 2013","9.077","9.077","9.077","9.077","0.00%"
"Sep 07, 2013","9.077","9.077","9.077","9.077","0.00%"
"Sep 06, 2013","9.077","9.077","9.077","9.077","0.86%"
"Sep 05, 2013","9.000","9.000","9.000","9.000","0.85%"
"Sep 04, 2013","8.924","8.924","8.924","8.924","-1.41%"
"Sep 03, 2013","9.052","9.052","9.052","9.052","-0.24%"
"Sep 02, 2013","9.074","9.074","9.074","9.074","-1.66%"
"Sep 01, 2013","9.227","9.227","9.227","9.227","0.00%"
"Aug 30, 2013","9.227","9.227","9.227","9.227","0.85%"
"Aug 29, 2013","9.149","9.149","9.149","9.149","-0.83%"
"Aug 28, 2013","9.226","9.226","9.226","9.226","1.27%"
"Aug 27, 2013","9.110","9.110","9.110","9.110","3.39%"
"Aug 26, 2013","8.811","8.811","8.811","8.811","-0.20%"
"Aug 23, 2013","8.829","8.829","8.829","8.829","0.23%"
"Aug 22, 2013","8.809","8.809","8.809","8.809","-1.24%"
"Aug 21, 2013","8.920","8.920","8.920","8.920","-4.88%"
"Aug 20, 2013","9.378","9.378","9.378","9.378","-2.49%"
"Aug 19, 2013","9.617","9.617","9.617","9.617","3.42%"
"Aug 16, 2013","9.299","9.299","9.299","9.299","2.98%"
"Aug 15, 2013","9.030","9.030","9.030","9.030","0.00%"
"Aug 14, 2013","9.030","9.030","9.030","9.030","0.43%"
"Aug 13, 2013","8.991","8.991","8.991","8.991","0.84%"
"Aug 12, 2013","8.916","8.916","8.916","8.916","1.68%"
"Aug 11, 2013","8.769","8.769","8.769","8.769","0.00%"
"Aug 10, 2013","8.769","8.769","8.769","8.769","0.00%"
"Aug 09, 2013","8.769","8.769","8.769","8.769","0.00%"
"Aug 08, 2013","8.769","8.769","8.769","8.769","0.02%"
"Aug 07, 2013","8.767","8.767","8.767","8.767","0.00%"
"Aug 06, 2013","8.767","8.767","8.767","8.767","0.84%"
"Aug 05, 2013","8.694","8.694","8.694","8.694","-0.41%"
"Aug 02, 2013","8.730","8.730","8.730","8.730","2.12%"
"Aug 01, 2013","8.549","8.549","8.549","8.549","-0.82%"
"Jul 31, 2013","8.620","8.620","8.620","8.620","-1.24%"
"Jul 30, 2013","8.728","8.728","8.728","8.728","2.95%"
"Jul 29, 2013","8.478","8.478","8.478","8.478","0.00%"
"Jul 26, 2013","8.478","8.478","8.478","8.478","-0.81%"
"Jul 25, 2013","8.547","8.547","8.547","8.547","-2.46%"
"Jul 24, 2013","8.763","8.763","8.763","8.763","2.11%"
"Jul 23, 2013","8.582","8.582","8.582","8.582","0.41%"
"Jul 22, 2013","8.547","8.547","8.547","8.547","2.53%"
"Jul 19, 2013","8.336","8.336","8.336","8.336","0.01%"
